gene,rate,dataset
YMR299C,0.78547,Barton2009
YMR301C,0.1867,Barton2009
YMR303C,1.6532,Barton2009
YMR310C,0.37816,Barton2009
YMR305C,0.31002,Barton2009
YMR314W,0.05165,Barton2009
YMR219W,21.4749,Barton2009
YMR309C,0.0853,Barton2009
YMR311C,0.36523,Barton2009
YMR315W,0.1975,Barton2009
YMR302C,0.14929,Barton2009
YMR313C,0.13719,Barton2009
YMR312W,0.40367,Barton2009
YMR308C,0.07597,Barton2009
YMR316W,0.96482,Barton2009
YNL003C,0.17119,Barton2009
YNL002C,0.22436,Barton2009
YNL001W,0.22763,Barton2009
YNL005C,0.37657,Barton2009
YMR319C,0.32548,Barton2009
YNL010W,0.0858,Barton2009
YNL007C,0.0739,Barton2009
YNL009W,0.26137,Barton2009
YNL015W,0.14266,Barton2009
YMR307W,50.1677,Barton2009
YNL006W,17.7192,Barton2009
YNL011C,0.18744,Barton2009
YNL025C,0.10697,Barton2009
YNL024C,0.2636,Barton2009
YNL022C,0.21771,Barton2009
YNL037C,0.06155,Barton2009
YNL026W,0.25874,Barton2009
YNL014W,0.11195,Barton2009
YMR306W,0.1572,Barton2009
YNL048W,0.3402,Barton2009
YNL039W,0.38469,Barton2009
YNL052W,0.17853,Barton2009
YNL027W,0.42399,Barton2009
YNL046W,0.98609,Barton2009
YNL051W,0.4552,Barton2009
YNL055C,0.05408,Barton2009
YNL053W,0.42238,Barton2009
YNL023C,0.40672,Barton2009
YNL056W,29.0276,Barton2009
YNL047C,0.38712,Barton2009
YNL063W,0.56569,Barton2009
YNL070W,0.0846,Barton2009
YNL059C,0.1709,Barton2009
YNL061W,0.10102,Barton2009
YNL064C,0.0831,Barton2009
YNL058C,0.56353,Barton2009
YNL062C,0.25375,Barton2009
YNL072W,0.22857,Barton2009
YNL066W,0.41444,Barton2009
YNL065W,0.16338,Barton2009
YNL071W,0.19911,Barton2009
YNL008C,4.86754,Barton2009
YNL049C,1.15986,Barton2009
YNL074C,0.41892,Barton2009
YNL079C,0.16174,Barton2009
YNL075W,0.05914,Barton2009
YMR317W,4.3507,Barton2009
YNL076W,0.4029,Barton2009
YNL080C,0.29779,Barton2009
YNL086W,0.35702,Barton2009
YNL073W,0.43208,Barton2009
YNL081C,1.21286,Barton2009
YNL078W,0.77095,Barton2009
YNL090W,0.06761,Barton2009
YNL084C,2.52722,Barton2009
YNL093W,0.55314,Barton2009
YNL077W,0.31434,Barton2009
YNL092W,0.44933,Barton2009
YNL098C,0.36848,Barton2009
YNL099C,0.16961,Barton2009
YNL100W,0.48805,Barton2009
YNL094W,0.34547,Barton2009
YNL085W,0.20618,Barton2009
YNL095C,0.4613,Barton2009
YNL111C,0.2819,Barton2009
YNL113W,0.20504,Barton2009
YNL107W,0.28029,Barton2009
YNL104C,0.0915,Barton2009
YNL115C,0.2804,Barton2009
YNL122C,0.48442,Barton2009
YNL087W,0.337,Barton2009
YNL117W,0.11672,Barton2009
YNL119W,0.55576,Barton2009
YNL101W,0.18393,Barton2009
YNL116W,0.89756,Barton2009
YNL091W,0.49945,Barton2009
YNL129W,0.30515,Barton2009
YNL133C,0.8188,Barton2009
YNL125C,0.52162,Barton2009
YNL088W,0.28483,Barton2009
YNL153C,0.24493,Barton2009
YNL128W,0.39148,Barton2009
YNL123W,0.12862,Barton2009
YNL137C,0.32968,Barton2009
YNL108C,50.1403,Barton2009
YNL141W,0.22965,Barton2009
YNL118C,0.66524,Barton2009
YNL152W,0.42662,Barton2009
YNL157W,0.2654,Barton2009
YNL156C,0.26695,Barton2009
YNL155W,0.56778,Barton2009
YNL154C,0.09534,Barton2009
YNL127W,0.33697,Barton2009
YNL138W,0.83907,Barton2009
YNL158W,1.03423,Barton2009
YNL160W,0.32035,Barton2009
YNL159C,0.42478,Barton2009
YNL164C,0.33615,Barton2009
YNL168C,0.22443,Barton2009
YNL126W,2.60935,Barton2009
YNL165W,0.40761,Barton2009
YNL177C,0.38895,Barton2009
YNL166C,1.35389,Barton2009
YNL175C,0.30476,Barton2009
YNL180C,0.37518,Barton2009
YNL173C,0.99906,Barton2009
YNL181W,0.20515,Barton2009
YNL167C,0.48437,Barton2009
YNL163C,0.24894,Barton2009
YNL169C,0.14792,Barton2009
YNL185C,0.1489,Barton2009
YNL182C,0.32928,Barton2009
YNL191W,0.0715,Barton2009
YNL190W,0.07115,Barton2009
YNL176C,1.29402,Barton2009
YNL187W,0.83067,Barton2009
YNL200C,0.11316,Barton2009
YNL193W,0.57809,Barton2009
YNL196C,1.04127,Barton2009
YNL199C,0.21236,Barton2009
YNL186W,0.48831,Barton2009
YNL194C,0.33377,Barton2009
YNL183C,0.1665,Barton2009
YNL204C,0.46589,Barton2009
YNL207W,0.2104,Barton2009
YNL192W,0.26582,Barton2009
YNL206C,0.48424,Barton2009
YNL201C,0.29457,Barton2009
YNL211C,0.24808,Barton2009
YNL210W,0.96661,Barton2009
YNL213C,0.44555,Barton2009
YNL215W,0.67174,Barton2009
YNL217W,0.39094,Barton2009
YNL219C,0.21201,Barton2009
YNL172W,0.38142,Barton2009
YNL222W,0.08125,Barton2009
YNL220W,0.05952,Barton2009
YNL188W,12.6865,Barton2009
YNL218W,0.3059,Barton2009
YNL212W,0.27035,Barton2009
YNL214W,0.7698,Barton2009
YNL209W,2.98881,Barton2009
YNL229C,0.09264,Barton2009
YNL231C,0.17642,Barton2009
YNL216W,0.26572,Barton2009
YNL232W,0.32236,Barton2009
YNL221C,0.50442,Barton2009
YNL225C,0.57354,Barton2009
YNL230C,0.58587,Barton2009
YNL244C,0.02802,Barton2009
YNL234W,0.73799,Barton2009
YNL224C,0.66683,Barton2009
YNL245C,0.67549,Barton2009
YNL237W,0.45103,Barton2009
YNL255C,0.05637,Barton2009
YNL259C,0.28563,Barton2009
YNL233W,0.83773,Barton2009
YNL227C,1.70301,Barton2009
YNL249C,0.5485,Barton2009
YNL252C,0.43962,Barton2009
YNL253W,0.33897,Barton2009
YNL260C,0.7687,Barton2009
YNL261W,0.20944,Barton2009
YNL236W,0.22691,Barton2009
YNL263C,0.18328,Barton2009
YNL248C,0.82414,Barton2009
YNL254C,0.66489,Barton2009
YNL264C,0.14569,Barton2009
YNL281W,0.16167,Barton2009
YNL277W,0.14754,Barton2009
YNL275W,0.32312,Barton2009
YNL272C,0.46412,Barton2009
YNL282W,3.13162,Barton2009
YNL274C,2.11784,Barton2009
YNL257C,0.31298,Barton2009
YNL267W,0.24069,Barton2009
YNL288W,0.17455,Barton2009
YNL289W,0.18015,Barton2009
YNL290W,0.20503,Barton2009
YNL270C,4.38721,Barton2009
YNL291C,0.31849,Barton2009
YNL287W,0.08625,Barton2009
YNL292W,0.28343,Barton2009
YNL293W,0.26194,Barton2009
YNL306W,0.34823,Barton2009
YNL294C,0.43433,Barton2009
YNL305C,0.21782,Barton2009
YNL295W,0.45231,Barton2009
YNL308C,0.35227,Barton2009
YNL314W,0.33249,Barton2009
YNL298W,0.23609,Barton2009
YNL320W,0.18102,Barton2009
YNL315C,0.36905,Barton2009
YNL242W,0.47378,Barton2009
YNL328C,0.13473,Barton2009
YNL311C,0.3186,Barton2009
YNL326C,0.26511,Barton2009
YNL278W,0.646,Barton2009
YNL313C,0.29976,Barton2009
YNL330C,0.04146,Barton2009
YNR003C,0.09589,Barton2009
YNR004W,0.52089,Barton2009
YNL273W,0.96973,Barton2009
YNL325C,0.18449,Barton2009
YNR007C,0.26731,Barton2009
YNR010W,0.40065,Barton2009
YNR009W,0.45144,Barton2009
YNR006W,0.4358,Barton2009
YNR014W,0.44155,Barton2009
YNR012W,0.20006,Barton2009
YNR017W,0.17006,Barton2009
YNR015W,0.32442,Barton2009
YNR008W,0.19141,Barton2009
YNL329C,0.36308,Barton2009
YNR027W,0.35692,Barton2009
YNR032W,0.07655,Barton2009
YNR028W,1.04433,Barton2009
YNR034W,0.10509,Barton2009
YNR024W,0.77308,Barton2009
YNR011C,0.48371,Barton2009
YNR037C,0.06709,Barton2009
YNR030W,0.321,Barton2009
YNR029C,0.34685,Barton2009
YNR035C,0.15442,Barton2009
YNR040W,0.37909,Barton2009
YNR041C,0.19158,Barton2009
YNL327W,1.53736,Barton2009
YNR036C,0.1111,Barton2009
YNR049C,0.26731,Barton2009
YNR048W,0.29967,Barton2009
YNR026C,4.39025,Barton2009
YNR050C,0.11141,Barton2009
YNR039C,0.2785,Barton2009
YNR033W,0.34235,Barton2009
YNR052C,0.07967,Barton2009
YNR038W,0.41555,Barton2009
YOL005C,0.02519,Barton2009
YOL012C,0.01485,Barton2009
YOL008W,0.45776,Barton2009
YOL007C,0.44316,Barton2009
YOL003C,0.45421,Barton2009
YNR051C,0.59801,Barton2009
YOL014W,1.52951,Barton2009
YOL013C,0.44693,Barton2009
YOL018C,0.34372,Barton2009
YOL026C,0.48331,Barton2009
YOL020W,0.15555,Barton2009
YOL022C,0.40705,Barton2009
YOL032W,0.13782,Barton2009
YOL011W,1.07758,Barton2009
YOL010W,2.76151,Barton2009
YOL027C,0.26521,Barton2009
YOL039W,0.05206,Barton2009
YOL040C,0.06748,Barton2009
YOL038W,0.10053,Barton2009
YOL030W,1.72867,Barton2009
YOL017W,1.75853,Barton2009
YOL031C,0.58472,Barton2009
YOL043C,0.38437,Barton2009
YOL016C,10.8443,Barton2009
YOL041C,0.43598,Barton2009
YOL042W,0.14554,Barton2009
YOL056W,0.33179,Barton2009
YOL036W,0.6205,Barton2009
YOL044W,0.78874,Barton2009
YOL058W,0.07359,Barton2009
YOL034W,0.27521,Barton2009
YOL015W,4.44767,Barton2009
YOL059W,0.14255,Barton2009
YOL061W,0.05858,Barton2009
YOL065C,0.4688,Barton2009
YOL062C,0.16992,Barton2009
YOL049W,0.69048,Barton2009
YOL064C,0.1452,Barton2009
YOL077C,0.05468,Barton2009
YOL033W,5.07187,Barton2009
YOL066C,0.23266,Barton2009
YOL068C,0.24791,Barton2009
YOL067C,0.14531,Barton2009
YOL080C,0.38348,Barton2009
YOL088C,0.67652,Barton2009
YOL063C,0.31266,Barton2009
YOL060C,0.28131,Barton2009
YOL092W,0.22474,Barton2009
YOL069W,39.8575,Barton2009
YOL094C,0.06785,Barton2009
YOL093W,0.26933,Barton2009
YOL083W,0.93386,Barton2009
YOL101C,0.27353,Barton2009
YOL097C,0.08556,Barton2009
YOL102C,0.41652,Barton2009
YOL108C,0.44459,Barton2009
YOL104C,0.7001,Barton2009
YOL090W,0.15157,Barton2009
YOL095C,0.36758,Barton2009
YOL082W,0.89542,Barton2009
YOL110W,0.38683,Barton2009
YOL111C,1.03635,Barton2009
YOL091W,0.52524,Barton2009
YOL114C,0.85969,Barton2009
YOL112W,0.32744,Barton2009
YOL116W,0.22922,Barton2009
YOL119C,0.17377,Barton2009
YOL124C,0.15763,Barton2009
YOL123W,0.08409,Barton2009
YOL115W,0.30694,Barton2009
YOL129W,0.11996,Barton2009
YOL125W,0.59823,Barton2009
YOL131W,1.22539,Barton2009
YOL133W,0.16742,Barton2009
YOL122C,0.32558,Barton2009
YOL128C,0.34904,Barton2009
YOL139C,0.01442,Barton2009
YOL132W,0.36831,Barton2009
YOL136C,0.22693,Barton2009
YOL135C,0.29457,Barton2009
YOL117W,0.58198,Barton2009
YOL143C,0.06124,Barton2009
YOL142W,0.25634,Barton2009
YOL140W,0.14829,Barton2009
YOL089C,8.04344,Barton2009
YOL137W,0.47588,Barton2009
YOL147C,0.19904,Barton2009
YOL149W,0.21627,Barton2009
YOL144W,0.61567,Barton2009
YOR004W,0.46869,Barton2009
YOR002W,0.09799,Barton2009
YOR016C,0.12355,Barton2009
YOR006C,0.32301,Barton2009
YOL087C,3.08768,Barton2009
YOR020C,0.02849,Barton2009
YOR021C,0.19537,Barton2009
YOR014W,0.20764,Barton2009
YOR026W,0.43409,Barton2009
YOR025W,0.34337,Barton2009
YOL141W,1.62471,Barton2009
YOR017W,0.5037,Barton2009
YOL138C,0.45402,Barton2009
YOL145C,0.23051,Barton2009
YOR027W,0.17194,Barton2009
YOR028C,0.6053,Barton2009
YOR023C,0.74318,Barton2009
YOR022C,0.63404,Barton2009
YOL084W,14.5198,Barton2009
YOR030W,0.69693,Barton2009
YOR039W,0.05656,Barton2009
YOR036W,0.22955,Barton2009
YOR033C,0.47056,Barton2009
YOR049C,0.32659,Barton2009
YOR052C,0.11053,Barton2009
YOR051C,0.29813,Barton2009
YOR032C,3.76696,Barton2009
YOR064C,0.67941,Barton2009
YOR074C,0.14787,Barton2009
YOR056C,0.35187,Barton2009
YOR063W,0.05549,Barton2009
YOR035C,0.44301,Barton2009
YOR057W,0.81182,Barton2009
YOR077W,0.52581,Barton2009
YOR079C,0.31007,Barton2009
YOR078W,0.64813,Barton2009
YOR048C,0.4221,Barton2009
YOR005C,1.19516,Barton2009
YOR066W,0.47871,Barton2009
YOR083W,0.50059,Barton2009
YOR089C,0.1403,Barton2009
YOR085W,0.22062,Barton2009
YOR094W,0.09141,Barton2009
YOR038C,1.51754,Barton2009
YOR095C,0.19938,Barton2009
YOR092W,0.24051,Barton2009
YOR097C,0.66165,Barton2009
YOR100C,0.16828,Barton2009
YOR099W,0.28684,Barton2009
YOR076C,0.87763,Barton2009
YOR104W,0.42023,Barton2009
YOR080W,0.91142,Barton2009
YOR106W,0.29812,Barton2009
YOR081C,4.95809,Barton2009
YOR111W,0.55508,Barton2009
YOR047C,4.76194,Barton2009
YOR110W,0.42777,Barton2009
YOR115C,0.25898,Barton2009
YOR114W,0.47019,Barton2009
YOR117W,0.00692,Barton2009
YOR101W,6.57529,Barton2009
YOR107W,1.0676,Barton2009
YOR120W,0.20913,Barton2009
YOR112W,0.53005,Barton2009
YOR118W,0.35262,Barton2009
YOR131C,0.28329,Barton2009
YOR126C,0.54034,Barton2009
YOR136W,0.0579,Barton2009
YOR119C,0.23036,Barton2009
YOR128C,0.09578,Barton2009
YOR113W,0.45842,Barton2009
YOR130C,4.15699,Barton2009
YOR145C,0.15771,Barton2009
YOR148C,0.73785,Barton2009
YOR123C,3.24045,Barton2009
YOR157C,0.07534,Barton2009
YOR137C,0.41229,Barton2009
YOR150W,0.04334,Barton2009
YOR098C,1.15252,Barton2009
YOR141C,0.2338,Barton2009
YOR158W,0.30342,Barton2009
YOR159C,0.56829,Barton2009
YOR140W,0.70235,Barton2009
YOR124C,0.39139,Barton2009
YOR152C,0.28521,Barton2009
YOR127W,0.61448,Barton2009
YOR144C,0.67852,Barton2009
YOR163W,0.27638,Barton2009
YOR164C,0.16647,Barton2009
YOR167C,0.01547,Barton2009
YOR161C,0.36523,Barton2009
YOR155C,5.47678,Barton2009
YOR160W,0.20306,Barton2009
YOR166C,0.81207,Barton2009
YOR185C,0.0139,Barton2009
YOR162C,0.65735,Barton2009
YOR171C,0.39861,Barton2009
YOR180C,0.37265,Barton2009
YOR179C,0.82237,Barton2009
YOR176W,0.16361,Barton2009
YOR174W,0.5421,Barton2009
YOR189W,0.97472,Barton2009
YOR149C,3.83866,Barton2009
YOR198C,0.14187,Barton2009
YOR196C,0.28812,Barton2009
YOR210W,2.0e-05,Barton2009
YOR093C,4.27673,Barton2009
YOR172W,1.09094,Barton2009
YOR186W,1.14903,Barton2009
YOR209C,0.21286,Barton2009
YOR177C,3.21493,Barton2009
YOR215C,0.20002,Barton2009
YOR214C,0.66444,Barton2009
YOR212W,0.15641,Barton2009
YOR205C,0.53131,Barton2009
YOR190W,1.06978,Barton2009
YOR208W,0.48868,Barton2009
YOR206W,0.25438,Barton2009
YOR213C,0.69315,Barton2009
YOR226C,0.10626,Barton2009
YOR224C,0.06275,Barton2009
YOR223W,0.3308,Barton2009
YOR222W,0.1213,Barton2009
YOR232W,0.25938,Barton2009
YOR220W,0.37139,Barton2009
YOR228C,0.49601,Barton2009
YOR216C,0.64186,Barton2009
YOR236W,0.43393,Barton2009
YOR231W,0.32643,Barton2009
YOR188W,0.82351,Barton2009
YOR237W,0.20567,Barton2009
YOR244W,0.10798,Barton2009
YOR241W,0.29121,Barton2009
YOR219C,0.47012,Barton2009
YOR247W,0.52287,Barton2009
YOR246C,0.12646,Barton2009
YOR243C,0.37009,Barton2009
YOR253W,0.38872,Barton2009
YOR242C,0.55351,Barton2009
YOR250C,0.5893,Barton2009
YOR257W,0.08142,Barton2009
YOR255W,0.68834,Barton2009
YOR249C,0.44565,Barton2009
YOR251C,1.27671,Barton2009
YOR227W,0.43473,Barton2009
YOR265W,0.22933,Barton2009
YOR261C,0.1244,Barton2009
YOR262W,0.11793,Barton2009
YOR259C,0.09103,Barton2009
YOR256C,0.5071,Barton2009
YOR233W,1.89064,Barton2009
YOR258W,0.58757,Barton2009
YOR264W,0.98009,Barton2009
YOR271C,0.05924,Barton2009
YOR266W,0.56017,Barton2009
YOR269W,0.38614,Barton2009
YOR260W,0.17917,Barton2009
YOR276W,0.14004,Barton2009
YOR274W,0.31672,Barton2009
YOR278W,0.72785,Barton2009
YOR285W,0.47321,Barton2009
YOR283W,0.19175,Barton2009
YOR279C,0.35476,Barton2009
YOR270C,0.09717,Barton2009
YOR195W,85.5506,Barton2009
YOR281C,0.43019,Barton2009
YOR217W,19.6835,Barton2009
YOR286W,0.2689,Barton2009
YOR284W,1.41349,Barton2009
YOR272W,2.42824,Barton2009
YOR273C,0.30656,Barton2009
YOR287C,0.98343,Barton2009
YOR297C,0.4893,Barton2009
YOR288C,1.53147,Barton2009
YOR298W,0.33987,Barton2009
YOR275C,0.5079,Barton2009
YOR305W,0.42906,Barton2009
YOR311C,0.27764,Barton2009
YOR339C,0.29305,Barton2009
YOR316C,0.45667,Barton2009
YOR310C,0.04551,Barton2009
YOR295W,0.89193,Barton2009
YOR334W,0.21644,Barton2009
YOR324C,0.57207,Barton2009
YOR338W,0.48551,Barton2009
YOR320C,1.15625,Barton2009
YOR340C,0.18156,Barton2009
YOR322C,0.35891,Barton2009
YOR342C,0.36295,Barton2009
YOR337W,0.24465,Barton2009
YOR291W,0.23895,Barton2009
YOR289W,6.21772,Barton2009
YOR308C,1.2311,Barton2009
YOR352W,0.3588,Barton2009
YOR347C,0.1617,Barton2009
YOR351C,0.19336,Barton2009
YOR348C,0.21208,Barton2009
YOR350C,0.84876,Barton2009
YOR355W,0.34524,Barton2009
YOR356W,0.2125,Barton2009
YOR354C,0.47279,Barton2009
YOR358W,0.3552,Barton2009
YOR357C,0.06248,Barton2009
YOR353C,0.36784,Barton2009
YOR362C,0.1221,Barton2009
YOR349W,0.64309,Barton2009
YOR360C,0.28301,Barton2009
YOR369C,2.0e-05,Barton2009
YOR359W,0.28231,Barton2009
YOR367W,0.28872,Barton2009
YOR368W,0.30394,Barton2009
YOR370C,0.06839,Barton2009
YOR341W,0.0657,Barton2009
YOR375C,0.08505,Barton2009
YOR361C,0.11499,Barton2009
YOR365C,0.45092,Barton2009
YOR363C,0.28773,Barton2009
YOR374W,0.06393,Barton2009
YOR372C,0.30089,Barton2009
YPL002C,0.13495,Barton2009
YOR378W,0.21786,Barton2009
YOR377W,0.36811,Barton2009
YPL001W,0.48403,Barton2009
YPL010W,0.08918,Barton2009
YOR371C,0.41465,Barton2009
YPL004C,0.15312,Barton2009
YOR373W,0.43657,Barton2009
YOR336W,0.57524,Barton2009
YOR290C,11.079,Barton2009
YPL013C,0.40617,Barton2009
YPL011C,0.30738,Barton2009
YPL021W,0.85626,Barton2009
YPL014W,0.38761,Barton2009
YPL015C,0.50697,Barton2009
YPL023C,0.11784,Barton2009
YPL028W,0.06619,Barton2009
YPL026C,0.155,Barton2009
YPL027W,0.86611,Barton2009
YPL003W,5.2903,Barton2009
YPL034W,0.67939,Barton2009
YPL041C,0.54729,Barton2009
YPL017C,3.03231,Barton2009
YPL038W,0.37458,Barton2009
YPL024W,5.94234,Barton2009
YPL046C,0.34932,Barton2009
YPL018W,70.7095,Barton2009
YPL030W,1.73505,Barton2009
YPL047W,0.10474,Barton2009
YPL039W,0.56809,Barton2009
YPL050C,0.13357,Barton2009
YPL051W,0.08177,Barton2009
YPL048W,0.32382,Barton2009
YPL049C,0.70251,Barton2009
YPL043W,0.27063,Barton2009
YPL033C,1.97538,Barton2009
YPL054W,0.4462,Barton2009
YPL032C,0.82163,Barton2009
YPL040C,0.40745,Barton2009
YPL065W,0.23704,Barton2009
YPL055C,1.55198,Barton2009
YPL061W,0.05116,Barton2009
YPL053C,0.55524,Barton2009
YPL060W,0.26955,Barton2009
YPL064C,0.98001,Barton2009
YPL067C,0.57773,Barton2009
YPL066W,0.37784,Barton2009
YPL063W,0.8171,Barton2009
YPL069C,0.25608,Barton2009
YPL071C,0.56847,Barton2009
YPL068C,0.7973,Barton2009
YPL070W,0.28138,Barton2009
YPL078C,0.16225,Barton2009
YPL076W,0.23894,Barton2009
YPL087W,0.30285,Barton2009
YPL091W,0.11726,Barton2009
YPL092W,0.32605,Barton2009
YPL077C,0.24234,Barton2009
YPL093W,0.04859,Barton2009
YPL098C,0.16299,Barton2009
YPL012W,3.3809,Barton2009
YPL083C,0.75802,Barton2009
YPL099C,0.79847,Barton2009
YPL103C,0.28758,Barton2009
YPL096W,0.45987,Barton2009
YPL074W,0.56335,Barton2009
YPL108W,0.41314,Barton2009
YPL107W,0.40095,Barton2009
YPL104W,0.35174,Barton2009
YPL072W,0.82723,Barton2009
YPL084W,1.05458,Barton2009
YPL095C,0.72748,Barton2009
YPL117C,0.31901,Barton2009
YPL106C,0.09347,Barton2009
YPL111W,1.4973,Barton2009
YPL105C,0.80156,Barton2009
YPL119C,0.24116,Barton2009
YPL118W,0.28315,Barton2009
YPL124W,0.44418,Barton2009
YPL113C,1.70901,Barton2009
YPL123C,0.32437,Barton2009
YPL122C,0.06952,Barton2009
YPL131W,0.02382,Barton2009
YPL121C,0.54517,Barton2009
YPL135W,0.10753,Barton2009
YPL132W,0.3154,Barton2009
YPL127C,0.28185,Barton2009
YPL133C,0.43632,Barton2009
YPL115C,0.4136,Barton2009
YPL120W,2.57573,Barton2009
YPL134C,0.14819,Barton2009
YPL138C,0.41648,Barton2009
YPL149W,0.81479,Barton2009
YPL140C,0.34396,Barton2009
YPL126W,0.21295,Barton2009
YPL139C,0.59209,Barton2009
YPL152W,0.22125,Barton2009
YPL146C,0.37187,Barton2009
YPL151C,0.2832,Barton2009
YPL147W,1.5117,Barton2009
YPL154C,0.09223,Barton2009
YPL150W,0.40814,Barton2009
YPL156C,0.70427,Barton2009
YPL166W,0.70323,Barton2009
YPL159C,0.4707,Barton2009
YPL157W,0.37761,Barton2009
YPL145C,0.06952,Barton2009
YPL155C,0.37774,Barton2009
YPL158C,0.73002,Barton2009
YPL153C,0.20279,Barton2009
YPL137C,0.49651,Barton2009
YPL165C,0.5329,Barton2009
YPL169C,0.14558,Barton2009
YPL173W,0.22788,Barton2009
YPL168W,1.06843,Barton2009
YPL164C,0.7274,Barton2009
YPL176C,0.43917,Barton2009
YPL187W,0.34042,Barton2009
YPL186C,1.06101,Barton2009
YPL184C,0.20716,Barton2009
YPL177C,0.56158,Barton2009
YPL192C,1.35025,Barton2009
YPL188W,0.50564,Barton2009
YPL191C,0.71446,Barton2009
YPL180W,0.69616,Barton2009
YPL194W,0.50483,Barton2009
YPL181W,0.61141,Barton2009
YPL200W,1.02557,Barton2009
YPL189W,0.51614,Barton2009
YPL193W,1.07434,Barton2009
YPL183C,0.45567,Barton2009
YPL204W,0.08992,Barton2009
YPL179W,51.1236,Barton2009
YPL202C,0.60332,Barton2009
YPL195W,0.38474,Barton2009
YPL203W,0.10561,Barton2009
YPL167C,0.58259,Barton2009
YPL209C,0.17819,Barton2009
YPL206C,0.30419,Barton2009
YPL208W,0.55682,Barton2009
YPL211W,0.04447,Barton2009
YPL207W,0.25912,Barton2009
YPL220W,0.02789,Barton2009
YPL214C,0.21467,Barton2009
YPL215W,0.73779,Barton2009
YPL223C,0.42333,Barton2009
YPL212C,0.23533,Barton2009
YPL201C,10.8389,Barton2009
YPL221W,0.20526,Barton2009
YPL229W,0.38545,Barton2009
YPL222W,0.44231,Barton2009
YPL174C,7.64566,Barton2009
YPL230W,1.0365,Barton2009
YPL239W,0.23106,Barton2009
YPL244C,0.33413,Barton2009
YPL224C,0.61076,Barton2009
YPL219W,1.46519,Barton2009
YPL228W,0.78132,Barton2009
YPL243W,0.29719,Barton2009
YPL237W,0.07981,Barton2009
YPL245W,0.24316,Barton2009
YPL246C,0.29167,Barton2009
YPL250C,0.49873,Barton2009
YPL247C,0.25237,Barton2009
YPL252C,0.1734,Barton2009
YPL216W,1.3561,Barton2009
YPL254W,0.32527,Barton2009
YPL271W,0.20391,Barton2009
YPL262W,0.06614,Barton2009
YPL255W,0.36231,Barton2009
YPL267W,1.00999,Barton2009
YPL260W,0.17834,Barton2009
YPL263C,0.14936,Barton2009
YPL248C,0.729,Barton2009
YPR002W,0.31983,Barton2009
YPR001W,0.61823,Barton2009
YPL190C,24.2227,Barton2009
YPL253C,0.47552,Barton2009
YPL231W,0.11322,Barton2009
YPL268W,0.30775,Barton2009
YPR004C,5.56652,Barton2009
YPR005C,0.84945,Barton2009
YPR009W,0.44313,Barton2009
YPR007C,0.48003,Barton2009
YPR013C,0.55608,Barton2009
YPR006C,0.26361,Barton2009
YPR015C,0.29241,Barton2009
YPR003C,0.3013,Barton2009
YPR020W,0.17177,Barton2009
YPL249C,0.8329,Barton2009
YPR018W,0.721,Barton2009
YPR023C,0.2061,Barton2009
YPR025C,0.4497,Barton2009
YPR024W,0.12374,Barton2009
YPR008W,0.36614,Barton2009
YPR019W,0.10829,Barton2009
YPR033C,0.22247,Barton2009
YPR036W,0.11511,Barton2009
YPR031W,0.51883,Barton2009
YPR046W,0.65725,Barton2009
YPR030W,0.64756,Barton2009
YPR052C,0.08647,Barton2009
YPR048W,0.3685,Barton2009
YPR051W,0.15227,Barton2009
YPR034W,0.16481,Barton2009
YPR032W,0.32916,Barton2009
YPR060C,0.14057,Barton2009
YPR037C,3.41276,Barton2009
YPR058W,0.17868,Barton2009
YPR062W,0.07622,Barton2009
YPR054W,0.1584,Barton2009
YPR057W,0.68703,Barton2009
YPR061C,0.37659,Barton2009
YPR066W,0.33334,Barton2009
YPR065W,0.39108,Barton2009
YPR026W,0.19612,Barton2009
YPR056W,0.12373,Barton2009
YPR067W,0.46909,Barton2009
YPR073C,0.26025,Barton2009
YPR069C,0.06371,Barton2009
YPR094W,0.10704,Barton2009
YPR080W,0.03035,Barton2009
YPR049C,0.5553,Barton2009
YPR084W,0.32975,Barton2009
YPR100W,0.10157,Barton2009
YPR086W,0.04041,Barton2009
YPR083W,0.38697,Barton2009
YPR078C,1.09007,Barton2009
YPR102C,0.0255,Barton2009
YPR082C,0.1282,Barton2009
YPR068C,0.59016,Barton2009
YPR103W,0.07803,Barton2009
YPR088C,0.04286,Barton2009
YPR101W,1.17425,Barton2009
YPR107C,0.03388,Barton2009
YPR108W,0.15291,Barton2009
YPR091C,0.39047,Barton2009
YPR113W,0.1753,Barton2009
YPR106W,0.5164,Barton2009
YPR114W,0.26809,Barton2009
YPR109W,1.80587,Barton2009
YPR118W,0.40031,Barton2009
YPR116W,1.76813,Barton2009
YPR119W,0.24503,Barton2009
YPR124W,0.36367,Barton2009
YPR105C,0.28614,Barton2009
YPR097W,0.37937,Barton2009
YPR127W,0.30209,Barton2009
YPR128C,0.34742,Barton2009
YPR104C,0.59171,Barton2009
YPR111W,1.74304,Barton2009
YPR129W,0.40955,Barton2009
YPR139C,0.44662,Barton2009
YPR143W,0.60713,Barton2009
YPR125W,0.26399,Barton2009
YPR147C,0.38434,Barton2009
YPR140W,0.27008,Barton2009
YPR149W,0.19346,Barton2009
YPR134W,0.95627,Barton2009
YPR151C,0.39419,Barton2009
YPR148C,0.60335,Barton2009
YPR115W,0.86373,Barton2009
YPR135W,0.40919,Barton2009
YPR156C,0.05878,Barton2009
